%CPU;%MEM;MB_rd/s;MB_wr/s
12.25;0.84;0;0
12.55;0.84;0;0
12.52;0.84;0;0
12.53;0.84;0;0
12.56;0.84;0;0
12.48;0.84;0;0
12.53;0.84;0;0
12.48;0.84;0;0
12.38;0.84;0;0
12.52;0.84;0;0
12.48;0.84;0;0
12.59;0.84;0;0
12.52;0.84;0;0
